Question Concept_id,AMRS  (Question/Answer),amrs_concept_id,KenyaEMR  (Question/Answer),emr_concept_id,KenyaEMR form uuid,Comments,,,,,,,,,,,,,,,,,,,
6048,Presumptive HIV staging - Invasive cervical carcinoma ,2148,-,-,,,,,,,,,,,,,,,,,,,,,
6048,Confirmed HIV staging - Atypical disseminated leishmaniasis,2151,-,-,,,,,,,,,,,,,,,,,,,,,
6048,Presumptive HIV staging - Symptomatic HIV-associated nephropathy or cardiomyopathy,2152,-,-,,,,,,,,,,,,,,,,,,,,,
6048,Presumptive HIV staging - Disseminated non-tuberculosis mycobacterial infection,2134,-,-,,,,,,,,,,,,,,,,,,,,,
6048,Presumptive HIV staging - Chronic cryptosporidiosis ,2138,-,-,,,,,,,,,,,,,,,,,,,,,
6048,Confirmed HIV staging - Disseminated non-tuberculosis mycobacterial infection,2135,-,-,,,,,,,,,,,,,,,,,,,,,
6095,History of nevirapine to infant,6095,History of nevirapine to infant,6095,,,,,,,,,,,,,,,,,,,,,



1224,Peds WHO Category Query,1224,Peds WHO Category Query,1224,,,,,,,,,,,,,,,,,,,,,
1224,WHO Stage 1 Peds ,1220,WHO Stage 1 Peds ,1220,,,,,,,,,,,,,,,,,,,,,
1224,WHO Stage 2 Peds ,1221,WHO Stage 2 Peds ,1221,,,,,,,,,,,,,,,,,,,,,
1224,WHO Stage 3 Peds ,1222,WHO Stage 3 Peds ,1222,,,,,,,,,,,,,,,,,,,,,
1224,WHO Stage 4 Peds ,1223,WHO Stage 4 Peds ,1223,,,,,,,,,,,,,,,,,,,,,
5282,Pay Category,5282,Pay Category,5282,,,,,,,,,,,,,,,,,,,,,
5282,Research ,1143,Research ,1143,,,,,,,,,,,,,,,,,,,,,
5282,Hospital waiver,977,Hospital waiver,977,,,,,,,,,,,,,,,,,,,,,
5282,MTCT-plus ,1168,MTCT-plus ,1168,,,,,,,,,,,,,,,,,,,,,
5282,National aids sexually transmitted disease control program,1141,National aids sexually transmitted disease control program,1141,,,,,,,,,,,,,,,,,,,,,
5282,MTRH staff,1140,MTRH staff,1140,,,,,,,,,,,,,,,,,,,,,
5282,Pilot ,1139,Pilot ,1139,,,,,,,,,,,,,,,,,,,,,
5282,Self pay ,5269,Self pay ,5269,,,,,,,,,,,,,,,,,,,,,
5282,Other non-coded ,5622,Other non-coded ,5622,,,,,,,,,,,,,,,,,,,,,
5282,Awaiting assignment ,1144,Awaiting assignment ,1144,,,,,,,,,,,,,,,,,,,,,
5282,MTCT staff ,1142,MTCT staff ,1142,,,,,,,,,,,,,,,,,,,,,
5588,Mother deceased,5588,Mother deceased,5588,,,,,,,,,,,,,,,,,,,,,
5589,Father dead,5589,Father dead,5589,,,,,,,,,,,,,,,,,,,,,



1495,"Subjective vital sign assessment, abnormal",1495,-,-,,,,,,,,,,,,,,,,,,,,,



1566,"Not found information, supplied by",1566,-,-,,,,,,,,,,,,,,,,,,,,,
1566,Household members,1675,Household members,1560,,,,,,,,,,,,,,,,,,,,,
1566,Neighbor,1411,Neighbor,163502,,,,,,,,,,,,,,,,,,,,,
1566,Child ,1565,Child ,1528,,,,,,,,,,,,,,,,,,,,,
1566,Caretaker ,1410,-,-,,,,,,,,,,,,,,,,,,,,,
1566,Other non-coded ,5622,Other non-coded ,5622,,,,,,,,,,,,,,,,,,,,,
1566,Spouse ,1669,-,-,,,,,,,,,,,,,,,,,,,,,
1569,Location of contact,1569,-,-,,,,,,,,,,,,,,,,,,,,,
1569,Home,1567,Home,1536,,,,,,,,,,,,,,,,,,,,,
1569,Phone,1555,-,-,,,,,,,,,,,,,,,,,,,,,
1569,School ,1749,School ,159928,,,,,,,,,,,,,,,,,,,,,
1569,Work ,1947,Work place,164406,,,,,,,,,,,,,,,,,,,,,
1569,Home based testing program ,2049,Home based testing program ,159938,,,,,,,,,,,,,,,,,,,,,
1569,Other non-coded ,5622,Other non-coded ,5622,,,,,,,,,,,,,,,,,,,,,
1569,Data provided by AMPATH records ,1873,-,-,,,,,,,,,,,,,,,,,,,,,
1569,Community ,9613,Community ,160543,,,,,,,,,,,,,,,,,,,,,
1569,AMPATH ,1286,AMPATH ,1286,,,,,,,,,,,,,,,,,,,,,
1579,Plan to return to clinic 86,1579,Plan to return to clinic 86,159822,,,,,,,,,,,,,,,,,,,,,



1087,Previous antiretroviral drugs used for treatment,1087,Previous antiretroviral drugs used for treatment,1087,,,,,,,,,,,,,,,,,,,,,
1087,Lopinavir 40mg and Ritonavir 10mg (Lopinavir and Ritonavir),794,Lopinavir 40mg and Ritonavir 10mg (Lopinavir and Ritonavir),794,,,,,,,,,,,,,,,,,,,,,
1087,Lopinavir 80mg and ritonavir 20mg sol (lpv 80mg and rit 20mg sol) (lopinavir and ritonavir),794,Lopinavir 80mg and ritonavir 20mg sol (lpv 80mg and rit 20mg sol) (lopinavir and ritonavir),794,,,,,,,,,,,,,,,,,,,,,
1087,Abacavir,814,Abacavir,70056,,,,,,,,,,,,,,,,,,,,,
1087,Zidovudine ,797,Zidovudine ,86663,,,,,,,,,,,,,,,,,,,,,
1087,Other antiretroviral drug ,5424,Other antiretroviral drug ,5424,,,,,,,,,,,,,,,,,,,,,
1087,Lamivudine ,628,Lamivudine ,78643,,,,,,,,,,,,,,,,,,,,,
1087,Efavirenz ,633,Efavirenz ,75523,,,,,,,,,,,,,,,,,,,,,
1087,Nevirapine,631,Nevirapine,80586,,,,,,,,,,,,,,,,,,,,,
1087,Nelfinavir,635,Nelfinavir,80487,,,,,,,,,,,,,,,,,,,,,
1087,Unknown antiretroviral drug ,5811,Unknown antiretroviral drug ,5811,,,,,,,,,,,,,,,,,,,,,
1087,Do not know ,1624,-,-,,,,,,,,,,,,,,,,,,,,,
1087,Emtricitabine and Tenofovir ,6180,Emtricitabine and Tenofovir ,104567,,,,,,,,,,,,,,,,,,,,,
1087,Abacavir Lamivudine and Zidovudine,817,Abacavir Lamivudine and Zidovudine,817,,,,,,,,,,,,,,,,,,,,,
1087,Tenofovir,802,Tenofovir,84795,,,,,,,,,,,,,,,,,,,,,
1087,Indinavir,749,Indinavir,77995,,,,,,,,,,,,,,,,,,,,,
1087,Emtricitabine,791,Emtricitabine,75628,,,,,,,,,,,,,,,,,,,,,
1087,Unknown ,1067,Unknown ,1067,,,,,,,,,,,,,,,,,,,,,
1087,Raltegravir ,6156,Raltegravir ,154378,,,,,,,,,,,,,,,,,,,,,
1087,Lamivudine and Stavudine ,6965,Lamivudine and Stavudine ,161363,,,,,,,,,,,,,,,,,,,,,
1087,Atazanavir 300mg and Ritonavir 100mg tab (Atazanavir and Ritonavir),6160,Atazanavir 300mg and Ritonavir 100mg tab (Atazanavir and Ritonavir),159809,,,,,,,,,,,,,,,,,,,,,
1087,Darunavir ,6157,Darunavir ,74258,,,,,,,,,,,,,,,,,,,,,
1087,Atazanavir ,6159,Atazanavir ,71647,,,,,,,,,,,,,,,,,,,,,
1087,Tdf 300 and 3tc 300 and Efv 600 (Tenofovir and Lamivudine and Efavirenz),6964,Tdf 300 and 3tc 300 and Efv 600 (Tenofovir and Lamivudine and Efavirenz),164505,,,,,,,,,,,,,,,,,,,,,
1087,Rilpivirine ,10090,-,-,,,,,,,,,,,,,,,,,,,,,
1087,Ritonavir 80mg/ml Syr (Norvir 80mg/ml Syr) (Ritonavir),795,Ritonavir 80mg/ml Syr (Norvir 80mg/ml Syr) (Ritonavir),83412,,,,,,,,,,,,,,,,,,,,,
1087,3TC 300 and tdf 300 (Lamivudine and Tenofovir) ,1400,3TC 300 and tdf 300 (Lamivudine and Tenofovir) ,161364,,,,,,,,,,,,,,,,,,,,,
1087,Ritonavir 100mg tab(Norvir 100mg tab) (Ritonavir),795,Ritonavir 100mg tab(Norvir 100mg tab) (Ritonavir),83412,,,,,,,,,,,,,,,,,,,,,
1087,Abacavir Lamivudine Lopinavir and Ritonavir,9051,Abacavir Lamivudine Lopinavir and Ritonavir,162200,,,,,,,,,,,,,,,,,,,,,
1087,ABC 60 and 3tc 30 (Abacavir and Lamivudine),6679,ABC 60 and 3tc 30 (Abacavir and Lamivudine),103166,,,,,,,,,,,,,,,,,,,,,
1087,Tenofovir 300mg and Lamivudine 300mg tab (TDF 300mg and 3TC 300mg tab) (Lamivudine and Tenofovir),1400,Tenofovir 300mg and Lamivudine 300mg tab (TDF 300mg and 3TC 300mg tab) (Lamivudine and Tenofovir),161364,,,,,,,,,,,,,,,,,,,,,
1087,Ritonavir 100mg cap(Norvir sec 100mg cap) (Ritonavir),795,Ritonavir 100mg cap(Norvir sec 100mg cap) (Ritonavir),83412,,,,,,,,,,,,,,,,,,,,,
1087,d4t-30 (Stavudine),625,d4t-30 (Stavudine),84309,,,,,,,,,,,,,,,,,,,,,
1087,DDI 125 (Didanosine),796,DDI 125 (Didanosine),74807,,,,,,,,,,,,,,,,,,,,,
1087,Abacavir and Lamivudine ,6679,Abacavir and Lamivudine ,103166,,,,,,,,,,,,,,,,,,,,,
1087,Triomune-15 (Stavudine Lamivudine and Nevirapine) ,792,Triomune-15 (Stavudine Lamivudine and Nevirapine) ,792,,,,,,,,,,,,,,,,,,,,,
1087,Lamivudine and Tenofovir,1400,Lamivudine and Tenofovir,161364,,,,,,,,,,,,,,,,,,,,,
1087,Lopinavir and Ritonavir,794,Lopinavir and Ritonavir,794,,,,,,,,,,,,,,,,,,,,,
1087,3TC 30 and ZDV 60 (Combivir jr) (Zidovudine and Lamivudine),630,3TC 30 and ZDV 60 (Combivir jr) (Zidovudine and Lamivudine),630,,,,,,,,,,,,,,,,,,,,,
1087,Nevirapine Lamivudine and Zidovudine ,6467,Nevirapine Lamivudine and Zidovudine ,1652,,,,,,,,,,,,,,,,,,,,,
1087,Ritonavir,795,Ritonavir,83412,,,,,,,,,,,,,,,,,,,,,
1087,LPV 200 and Rit 50 (Lopinavir and Ritonavir),794,LPV 200 and Rit 50 (Lopinavir and Ritonavir),794,,,,,,,,,,,,,,,,,,,,,
1087,Stavudine,625,Stavudine,84309,,,,,,,,,,,,,,,,,,,,,
1087,d4t-40 (Stavudine) ,625,d4t-40 (Stavudine) ,84309,,,,,,,,,,,,,,,,,,,,,
1087,Didanosine,796,Didanosine,74807,,,,,,,,,,,,,,,,,,,,,
1087,DDI 200 (Didanosine),796,DDI 200 (Didanosine),74807,,,,,,,,,,,,,,,,,,,,,
1087,Triomune-20 (Stavudine Lamivudine and Nevirapine),792,Triomune-20 (Stavudine Lamivudine and Nevirapine),792,,,,,,,,,,,,,,,,,,,,,
1087,Stavudine Lamivudine and Nevirapine,792,Stavudine Lamivudine and Nevirapine,792,,,,,,,,,,,,,,,,,,,,,
1087,Triomune-30 (Stavudine Lamivudine and Nevirapine),792,Triomune-30 (Stavudine Lamivudine and Nevirapine),792,,,,,,,,,,,,,,,,,,,,,
1087,Triomune-junior (Stavudine Lamivudine and Nevirapine) ,792,Triomune-junior (Stavudine Lamivudine and Nevirapine) ,792,,,,,,,,,,,,,,,,,,,,,
1087,Triomune-40 (Stavudine Lamivudine and Nevirapine),792,Triomune-40 (Stavudine Lamivudine and Nevirapine),792,,,,,,,,,,,,,,,,,,,,,
1087,NVP 200 and 3TC 150 and ZDV 300 (Nevirapine Lamivudine and Zidovudine),6467,NVP 200 and 3TC 150 and ZDV 300 (Nevirapine Lamivudine and Zidovudine),1652,,,,,,,,,,,,,,,,,,,,,
1087,3TC 30 and NVP 50 and ZDV 60 (Nevirapine Lamivudine and Zidovudine),6467,3TC 30 and NVP 50 and ZDV 60 (Nevirapine Lamivudine and Zidovudine),1652,,,,,,,,,,,,,,,,,,,,,
1087,Zidovudine and Lamivudine ,630,Zidovudine and Lamivudine ,630,,,,,,,,,,,,,,,,,,,,,
1087,NVP and 3TC and AZT (Nevirapine Lamivudine and Zidovudine),6467,NVP and 3TC and AZT (Nevirapine Lamivudine and Zidovudine),630,,,,,,,,,,,,,,,,,,,,,
1599,Language of interview,1599,-,-,,,,,,,,,,,,,,,,,,,,,
1599,English,1598,-,-,,,,,,,,,,,,,,,,,,,,,
1599,Other non-coded,5622,Other non-coded,5622,,,,,,,,,,,,,,,,,,,,,
1599,Swahili,1597,-,-,,,,,,,,,,,,,,,,,,,,,
1607,Spoken languages at home,1607,Spoken languages at home,163230,,,,,,,,,,,,,,,,,,,,,
1607,English,1598,-,-,,,,,,,,,,,,,,,,,,,,,
1607,Other non-coded ,5622,Other non-coded ,5622,,,,,,,,,,,,,,,,,,,,,
1607,Mother tongue ,1606,-,-,,,,,,,,,,,,,,,,,,,,,
1607,Swahili,1597,-,-,,,,,,,,,,,,,,,,,,,,,
1938,"Capsule, dosage form",1938,"Capsule, dosage form",1608,,,,,,,,,,,,,,,,,,,,,
1609,Written languages,1609,-,-,,,,,,,,,,,,,,,,,,,,,
1609,English ,1598,-,-,,,,,,,,,,,,,,,,,,,,,
1609,None ,1107,None ,1107,,,,,,,,,,,,,,,,,,,,,
1609,Other non-coded ,5622,Other non-coded ,5622,,,,,,,,,,,,,,,,,,,,,
1609,Mother tongue ,1606,-,-,,,,,,,,,,,,,,,,,,,,,
1609,Swahili ,1597,-,-,,,,,,,,,,,,,,,,,,,,,
11303,Referral for antiretroviral therapy,11303,Referral for antiretroviral therapy,1610,,,,,,,,,,,,,,,,,,,,,
11304,Referral for opportunistic infection treatment,11304,Referral for opportunistic infection treatment,1611,,,,,,,,,,,,,,,,,,,,,
1612,No interest in past two weeks,1612,-,-,,,,,,,,,,,,,,,,,,,,,
1623,Feeling about taking medicine,1623,-,-,,,,,,,,,,,,,,,,,,,,,
1623,Never take medicine ,1622,-,-,,,,,,,,,,,,,,,,,,,,,
1623,Prefer taking herbs ,1621,-,-,,,,,,,,,,,,,,,,,,,,,
1623,Do not mind taking medicine,1619,-,-,,,,,,,,,,,,,,,,,,,,,
1623,Dislike taking medicine ,1620,-,-,,,,,,,,,,,,,,,,,,,,,
1625,Feeling about taking medicine for HIV,1625,-,-,,,,,,,,,,,,,,,,,,,,,
1625,No,1066,No,1066,,,,,,,,,,,,,,,,,,,,,
1625,Do not know ,1624,-,-,,,,,,,,,,,,,,,,,,,,,
1625,Yes,1065,Yes,1065,,,,,,,,,,,,,,,,,,,,,
1631,Good expectation for treatment,1631,-,-,,,,,,,,,,,,,,,,,,,,,
1631,Probably yes,1628,-,-,,,,,,,,,,,,,,,,,,,,,
1631,No,1066,No,1066,,,,,,,,,,,,,,,,,,,,,
1631,Definitely Yes,1627,-,-,,,,,,,,,,,,,,,,,,,,,
1632,Understand treatment is for lifetime,1632,-,-,,,,,,,,,,,,,,,,,,,,,
1632,Probably yes,1628,-,-,,,,,,,,,,,,,,,,,,,,,
1632,No,1066,No,1066,,,,,,,,,,,,,,,,,,,,,
1632,Definitely Yes,1627,-,-,,,,,,,,,,,,,,,,,,,,,
1633,Taken HIV medicine in the past,1633,Taken HIV medicine in the past,160533,,,,,,,,,,,,,,,,,,,,,
1634,On other treatments three months prior,1634,-,-,,,,,,,,,,,,,,,,,,,,,
1637,Previous medications used past three months,1637,-,-,,,,,,,,,,,,,,,,,,,,,
1637,Tuberculosis treatment drugs ,1159,Tuberculosis treatment drugs ,1159,,,,,,,,,,,,,,,,,,,,,
1637,Hypertension medications,1635,-,-,,,,,,,,,,,,,,,,,,,,,
1637,Isoniazid,656,Isoniazid,78280,,,,,,,,,,,,,,,,,,,,,
1637,Other non-coded ,5622,Other non-coded ,5622,,,,,,,,,,,,,,,,,,,,,
1637,Herbal traditional medications ,5841,Herbal traditional medications ,5841,,,,,,,,,,,,,,,,,,,,,
1637,Oral contraception,780,Oral contraception,780,,,,,,,,,,,,,,,,,,,,,
1637,Trimethoprim and sulfamethoxazole ,916,Trimethoprim and sulfamethoxazole ,105281,,,,,,,,,,,,,,,,,,,,,
1637,Antibiotics ,1195,Antibiotics ,1195,,,,,,,,,,,,,,,,,,,,,
1637,Diabetes medications ,1636,Diabetes medications ,159460,,,,,,,,,,,,,,,,,,,,,
1637,Do not know ,1624,-,-,,,,,,,,,,,,,,,,,,,,,
1644,"On tuberculosis treatment, ever",1644,Tuberculosis treatment in past,159398,Datatype,,,,,,,,,,,,,,,,,,,,
1645,"On tuberculosis treatment, months",1645,-,-,,,,,,,,,,,,,,,,,,,,,
1645,Month three ,2306,"Sputum for acid fast bacilli, three months",159868,,,,,,,,,,,,,,,,,,,,,
1645,Month four ,8552,-,-,,,,,,,,,,,,,,,,,,,,,
1645,Month five ,2307,"sputum for acid fast bacilli, five months",159869,,,,,,,,,,,,,,,,,,,,,
1645,Month six ,8551,-,-,,,,,,,,,,,,,,,,,,,,,
1645,Month seven ,8553,-,-,,,,,,,,,,,,,,,,,,,,,
1645,Month eight ,2308,"sputum for acid fast bacilli, eight months",159870,,,,,,,,,,,,,,,,,,,,,
1652,Reason not complete tuberculosis treatment,1652,-,-,,,,,,,,,,,,,,,,,,,,,
1652,Felt well and did not think taking medicinie was needed,1647,Felt well and did not think taking medicinie was needed,160586,,,,,,,,,,,,,,,,,,,,,
1652,Tired of taking medicine ,1646,-,-,,,,,,,,,,,,,,,,,,,,,
1652,Cannot get medicine refilled ,1650,-,-,,,,,,,,,,,,,,,,,,,,,
1652,Afraid other to see taking medicine ,1649,-,-,,,,,,,,,,,,,,,,,,,,,
1652,Medicine caused feeling ill ,1651,-,-,,,,,,,,,,,,,,,,,,,,,
1652,Forgot to take medicine ,1648,Forgot to take medicine ,160587,,,,,,,,,,,,,,,,,,,,,
1652,Other non-coded ,5622,Other non-coded ,5622,,,,,,,,,,,,,,,,,,,,,
1653,Previous experience with taking medicine,1653,-,-,,,,,,,,,,,,,,,,,,,,,
1653,Probably yes,1628,-,-,,,,,,,,,,,,,,,,,,,,,
1653,No,1066,No,1066,,,,,,,,,,,,,,,,,,,,,
1653,Definitely yes,1627,-,-,,,,,,,,,,,,,,,,,,,,,
1654,Understand medicine and its purpose,1654,-,-,,,,,,,,,,,,,,,,,,,,,
1654,Probably yes,1628,Probably yes,,,,,,,,,,,,,,,,,,,,,,
1654,No,1066,No,,,,,,,,,,,,,,,,,,,,,,
1654,Definitely yes,1627,Definitely yes,,,,,,,,,,,,,,,,,,,,,,
1658,"Days missed at least one pill in past week, any medicine",1658,-,-,,,,,,,,,,,,,,,,,,,,,
1659,"Days missed all pills in past week, any medicine",1659,"Days missed all pills in past week, any medicine",,,,,,,,,,,,,,,,,,,,,,
1674,"HIV disclosure, prefer",1674,-,-,,,,,,,,,,,,,,,,,,,,,
1674,Partner,1670,-,-,,,,,,,,,,,,,,,,,,,,,
1674,Grandparent,973,Grandparent,973,,,,,,,,,,,,,,,,,,,,,
1674,None ,1107,None ,1107,,,,,,,,,,,,,,,,,,,,,
1674,Friend ,5618,Friend ,5618,,,,,,,,,,,,,,,,,,,,,
1674,Children ,1671,Children ,1528,,,,,,,,,,,,,,,,,,,,,
1674,Aunt or uncle or cousins ,1673,-,-,,,,,,,,,,,,,,,,,,,,,
1674,Other non-coded ,5622,Other non-coded ,5622,,,,,,,,,,,,,,,,,,,,,
1674,Parent ,1672,Parent ,1527,,,,,,,,,,,,,,,,,,,,,
1674,Spouse ,1669,Spouse ,5617,,,,,,,,,,,,,,,,,,,,,
1676,Transport cost to clinic,1676,Transport cost to clinic,159470,,,,,,,,,,,,,,,,,,,,,
1677,Antiretroviral drug treatment stop date,1677,Antiretroviral drug treatment stop date,160739,,,,,,,,,,,,,,,,,,,,,
1685,Type of alcohol consumption,1685,Type of alcohol consumption,159453,,,,,,,,,,,,,,,,,,,,,
1685,Chang'aa ,1682,Traditional alcohol,159454,Not mapped,,,,,,,,,,,,,,,,,,,,
1685,Liquor ,1681,Modern alcohol,159455,Not mapped,,,,,,,,,,,,,,,,,,,,
1685,Beer ,1680,Modern alcohol,159455,,,,,,,,,,,,,,,,,,,,,
1685,Busaa ,1683,Traditional alcohol,159454,,,,,,,,,,,,,,,,,,,,,
1685,Wine ,2059,Modern alcohol,159455,,,,,,,,,,,,,,,,,,,,,
1685,Other non-coded,5622,Other non-coded,5622,,,,,,,,,,,,,,,,,,,,,
1689,Caretaker for children less than five,1689,-,-,,,,,,,,,,,,,,,,,,,,,
1689,Probably yes,1628,-,-,,,,,,,,,,,,,,,,,,,,,
1689,No,1066,No,1066,,,,,,,,,,,,,,,,,,,,,
1689,Definitely yes,1627,-,-,,,,,,,,,,,,,,,,,,,,,
1691,Medication assistance,1691,-,-,,,,,,,,,,,,,,,,,,,,,
1691,Probably yes,1628,-,-,,,,,,,,,,,,,,,,,,,,,
1691,No,1066,No,1066,,,,,,,,,,,,,,,,,,,,,
1691,Definitely yes,1627,-,-,,,,,,,,,,,,,,,,,,,,,
1692,Hazardous drinking,1692,-,-,,,,,,,,,,,,,,,,,,,,,
1692,Probably yes,1628,-,-,,,,,,,,,,,,,,,,,,,,,
1692,No,1066,No,1066,,,,,,,,,,,,,,,,,,,,,
1692,Definitely yes,1627,-,-,,,,,,,,,,,,,,,,,,,,,
1695,Length on HIV medicine,1695,-,-,,,,,,,,,,,,,,,,,,,,,
1695,On antiretroviral therapy,1149,On antiretroviral therapy,1149,,,,,,,,,,,,,,,,,,,,,
1697,"Current types of medicines, qualitative",1697,-,-,,,,,,,,,,,,,,,,,,,,,
1697,Do not know ,1624,-,-,,,,,,,,,,,,,,,,,,,,,
1702,"Stopped drinking alcohol, years",1702,-,-,,,,,,,,,,,,,,,,,,,,,
5320,Audit-3 typical day,5320,Audit-3 typical day,5320,,,,,,,,,,,,,,,,,,,,,
5320,Zero ,1101,-,-,,,,,,,,,,,,,,,,,,,,,
5320,One to two ,1102,One to two ,1102,,,,,,,,,,,,,,,,,,,,,
5320,Three to four ,1103,Three to four ,1103,,,,,,,,,,,,,,,,,,,,,
5320,Five to six ,1104,Five to six ,1104,,,,,,,,,,,,,,,,,,,,,
5320,Seven to nine ,1105,Seven to nine ,1105,,,,,,,,,,,,,,,,,,,,,
5320,Ten or more,1106,Ten or more,1106,,,,,,,,,,,,,,,,,,,,,
5321,Audit-3 six or more drinks,5321,Audit-3 six or more drinks,5321,,,,,,,,,,,,,,,,,,,,,
5321,Never ,1090,Never ,1090,,,,,,,,,,,,,,,,,,,,,
5321,Less than monthly,1097,Less than monthly,1097,,,,,,,,,,,,,,,,,,,,,
5321,Monthly ,1098,Monthly ,1098,,,,,,,,,,,,,,,,,,,,,
5321,Weekly ,1099,Weekly ,1099,,,,,,,,,,,,,,,,,,,,,
5321,Daily or almost daily,1100,Daily or almost daily,1100,,,,,,,,,,,,,,,,,,,,,
5616,"HIV disclosure to anyone, specific",5616,"HIV disclosure to anyone, specific",5616,,,,,,,,,,,,,,,,,,,,,
5616,Partner or spouse,5617,Partner or spouse,5617,,,,,,,,,,,,,,,,,,,,,
5616,Friend ,5618,Friend ,5618,,,,,,,,,,,,,,,,,,,,,
5616,Health care provider ,5619,Health care provider ,5619,,,,,,,,,,,,,,,,,,,,,
5616,Other family member ,5620,Other family member ,5620,,,,,,,,,,,,,,,,,,,,,
5616,Other household member ,5621,Other household member ,5621,,,,,,,,,,,,,,,,,,,,,
5616,Other non-coded ,5622,Other non-coded ,5622,,,,,,,,,,,,,,,,,,,,,
5616,Partner,1670,-,-,,,,,,,,,,,,,,,,,,,,,
5616,None ,1107,None ,1107,,,,,,,,,,,,,,,,,,,,,
5616,Grandparent,973,Grandparent,973,,,,,,,,,,,,,,,,,,,,,
5616,Children ,1671,Children ,1528,,,,,,,,,,,,,,,,,,,,,
5616,Aunt or uncle or cousins ,1673,-,-,,,,,,,,,,,,,,,,,,,,,
5616,Spouse ,1669,Spouse ,5617,,,,,,,,,,,,,,,,,,,,,
5616,Parent ,1672,Parent ,1527,,,,,,,,,,,,,,,,,,,,,
5616,Relatives ,1748,-,-,,,,,,,,,,,,,,,,,,,,,
5616,All ,1163,All ,1163,,,,,,,,,,,,,,,,,,,,,
5616,Not applicable ,1175,Not applicable ,1175,,,,,,,,,,,,,,,,,,,,,
5616,Father ,971,Father ,971,,,,,,,,,,,,,,,,,,,,,
5616,Mother,970,Mother,970,,,,,,,,,,,,,,,,,,,,,
5616,Sibling,972,Sibling,972,,,,,,,,,,,,,,,,,,,,,
5616,Neighbor,1411,Neighbor,163502,,,,,,,,,,,,,,,,,,,,,
5616,Teacher,1968,Teacher,162946,,,,,,,,,,,,,,,,,,,,,
5616,Household members,1675,Household members,1675,,,,,,,,,,,,,,,,,,,,,



1613,Feeling depressed in past two weeks,1613,-,-,,,,,,,,,,,,,,,,,,,,,
1618,Difficulty with problems,1618,-,-,,,,,,,,,,,,,,,,,,,,,
1618,Not difficult at all ,1614,Not at all ,160215,,,,,,,,,,,,,,,,,,,,,
1618,Extremely difficult,1617,-,-,,,,,,,,,,,,,,,,,,,,,
1618,Somewhat difficult,1615,-,-,,,,,,,,,,,,,,,,,,,,,
1618,Very difficult ,1616,-,-,,,,,,,,,,,,,,,,,,,,,
1629,Signs of depression,1629,Symptoms of depression,165554,,,,,,,,,,,,,,,,,,,,,
1629,Probably yes ,1628,-,-,,,,,,,,,,,,,,,,,,,,,
1629,No,1066,No,1066,,,,,,,,,,,,,,,,,,,,,
1629,Definitely yes,1627,-,-,,,,,,,,,,,,,,,,,,,,,
1630,Willing to take medicine,1630,-,-,,,,,,,,,,,,,,,,,,,,,
1630,Probably yes ,1628,-,-,,,,,,,,,,,,,,,,,,,,,
1630,No,1066,No,1066,,,,,,,,,,,,,,,,,,,,,
1630,Definitely yes,1627,-,-,,,,,,,,,,,,,,,,,,,,,
1643,When to take medicine during the day,1643,-,-,,,,,,,,,,,,,,,,,,,,,
1643,Night ,1642,Night ,161018,,,,,,,,,,,,,,,,,,,,,
1643,Afternoon ,1641,Afternoon ,161016,,,,,,,,,,,,,,,,,,,,,
1643,Morning ,1639,Morning ,161015,,,,,,,,,,,,,,,,,,,,,
1643,Noon ,1640,-,-,,,,,,,,,,,,,,,,,,,,,
1643,Evening ,1730,Evening ,161017,,,,,,,,,,,,,,,,,,,,,
1657,"Medication adherence, frequency",1657,-,-,,,,,,,,,,,,,,,,,,,,,
1657,Sometimes ,1422,Sometimes ,1385,,,,,,,,,,,,,,,,,,,,,
1657,Most ,1162,Most ,1162,,,,,,,,,,,,,,,,,,,,,
1657,Almost never ,1656,-,-,,,,,,,,,,,,,,,,,,,,,
1657,Never ,1090,Never ,1090,,,,,,,,,,,,,,,,,,,,,
1660,Current method for medication reminder,1660,-,-,,,,,,,,,,,,,,,,,,,,,
1661,Other method for medication reminder,1661,-,-,,,,,,,,,,,,,,,,,,,,,
1686,Medication reminder by household member,1686,-,-,,,,,,,,,,,,,,,,,,,,,
1690,Medication reminder or strategy,1690,-,-,,,,,,,,,,,,,,,,,,,,,
1690,Probably yes ,1628,-,-,,,,,,,,,,,,,,,,,,,,,
1690,No,1066,No,1066,,,,,,,,,,,,,,,,,,,,,
1690,Definitely yes,1627,Definitely yes,-,,,,,,,,,,,,,,,,,,,,,
1693,Start time,1693,Start time,1521,,,,,,,,,,,,,,,,,,,,,
1694,End time,1694,End time,1522,,,,,,,,,,,,,,,,,,,,,
1696,"Current types of medicines, quantitative",1696,-,-,,,,,,,,,,,,,,,,,,,,,
1698,"Current numbers of pills per day, quantitative",1698,-,-,,,,,,,,,,,,,,,,,,,,,
1700,"Stopped drinking alcohol, weeks",1700,-,-,,,,,,,,,,,,,,,,,,,,,
1701,"Stopped drinking alcohol, months",1701,-,-,,,,,,,,,,,,,,,,,,,,,
1710,Clinic travel distance,1710,-,-,,,,,,,,,,,,,,,,,,,,,
1710,Six to ten kilometers ,1708,-,-,,,,,,,,,,,,,,,,,,,,,
1710,Less than or equal to one kilometer ,1706,-,-,,,,,,,,,,,,,,,,,,,,,
1710,Two to five kilometers ,1707,-,-,,,,,,,,,,,,,,,,,,,,,
